請問您的性別是?,請問您最主要使用的手機品牌為何?(單選),當提到“音樂串流App”，請問您聯想到的品牌有哪些?第一個聯想到的品牌,第二個聯想到的品牌,第三個聯想到的品牌,"請問以下哪些音樂串流App是您知道或聽過的? - KKBOX, Spotify, Apple Music, My Music, Street Voice, Mixer Box, QQ音樂, 都沒聽過","請問您認為哪個App的logo設計有記憶點? - KKBOX, Spotify, Apple Music, My Music, Street Voice, Mixer Box, QQ音樂, 都不符合","請問您認為哪個App的廣告吸引人? - KKBOX, Spotify, Apple Music, My Music, Street Voice, Mixer Box, QQ音樂, 都不符合","請問您認為哪個App是親友會推薦的? - KKBOX, Spotify, Apple Music, My Music, Street Voice, Mixer Box, QQ音樂, 都不符合","請問您認為哪個App的網路口碑好? - KKBOX, Spotify, Apple Music, My Music, Street Voice, Mixer Box, QQ音樂, 都不符合","請問您認為哪個App的曲庫多/經常推出新歌曲? - KKBOX, Spotify, Apple Music, My Music, Street Voice, Mixer Box, QQ音樂, 都不符合","請問您認為哪個App的會員制度好? - KKBOX, Spotify, Apple Music, My Music, Street Voice, Mixer Box, QQ音樂, 都不符合","請問您認為哪個App的使用者介面親切易懂? - KKBOX, Spotify, Apple Music, My Music, Street Voice, Mixer Box, QQ音樂, 都不符合","請問您認為哪個App的歌曲風格/類別多? - KKBOX, Spotify, Apple Music, My Music, Street Voice, Mixer Box, QQ音樂, 都不符合","請問您認為哪個App容易在社群網站上做分享? - KKBOX, Spotify, Apple Music, My Music, Street Voice, Mixer Box, QQ音樂, 都不符合","請問您認為哪個App包含多國語言歌曲? - KKBOX, Spotify, Apple Music, My Music, Street Voice, Mixer Box, QQ音樂, 都不符合","請問您認為哪個App歌曲風格/類別多? - KKBOX, Spotify, Apple Music, My Music, Street Voice, Mixer Box, QQ音樂, 都不符合","請問您認為哪個App的風格是獨特的? - KKBOX, Spotify, Apple Music, My Music, Street Voice, Mixer Box, QQ音樂, 都不符合","請問您認為哪個App是潮流的/流行的? - KKBOX, Spotify, Apple Music, My Music, Street Voice, Mixer Box, QQ音樂, 都不符合","請問您認為哪個App是創新的? - KKBOX, Spotify, Apple Music, My Music, Street Voice, Mixer Box, QQ音樂, 都不符合","請問您認為哪個App是貼心的? - KKBOX, Spotify, Apple Music, My Music, Street Voice, Mixer Box, QQ音樂, 都不符合","請問您認為哪個App是貼近生活的? - KKBOX, Spotify, Apple Music, My Music, Street Voice, Mixer Box, QQ音樂, 都不符合","請問您認為哪個App是有質感的? - KKBOX, Spotify, Apple Music, My Music, Street Voice, Mixer Box, QQ音樂, 都不符合","請問您認為哪個App是國際的? - KKBOX, Spotify, Apple Music, My Music, Street Voice, Mixer Box, QQ音樂, 都不符合","請問您認為哪個App是專業的? - KKBOX, Spotify, Apple Music, My Music, Street Voice, Mixer Box, QQ音樂, 都不符合",不論您是否曾聽過/使用過以下的品牌，請依您對這些品牌的整體喜好程度做一個排名，請將所有品牌排名排完。 - 總排序,"請問您在選擇要使用哪個“音樂串流App”時，考量的因素包含哪些? - 歌曲數目多, 介面使用方便, 具定時停止播放功能, 有自己關注的歌手、DJ, 推薦歌單符合需求, 可以更換介面主題, 價格合理, 經常有特價/促銷活動, 親朋好友推薦, 網路口碑好, 有音樂人、專家使用, 是我熟悉、習慣使用的品牌","包括目前有使用的音樂串流App，請問您曾經使用過哪些品牌的音樂串流App? - KKBOX, Spotify, Apple Music, My Music, Street Voice, Mixer Box, QQ音樂, 都不曾使用過","請問您最近一年使用過的哪些品牌的音樂串流App? - KKBOX, Spotify, Apple Music, My Music, Street Voice, Mixer Box, QQ音樂, 都不曾使用過","請問您為什麼會最常使用這個品牌的音樂串流App? - 歌曲數目多, 介面使用方便, 具定時停止播放功能, 有自己關注的歌手、DJ, 推薦歌單符合需求, 可以更換介面主題, 價格合理, 經常有特價/促銷活動, 親朋好友推薦, 網路口碑好, 有音樂人，專家使用, 是我熟悉、習慣使用的品牌","請問您平時從哪裡得知音樂串流App的相關資訊? - 電視廣告/節目介紹, 雜誌廣告/報導介紹, 戶外廣告(街頭電視牆/大型看板/掛旗等), 電子郵件/手機簡訊等廣告, 網路廣告, 音樂網站, 音樂串流App Facebook粉絲團, 音樂串流App Instagram官方帳號, 網路口碑推薦(網路報導/部落格/PTT等), 音樂串流App的官方網站, 手機App廣告, 親朋好友推薦, 名人/明星和歌手/網路名人/Youtuber推薦","請問在您挑選與決定使用音樂串流App時，您最重視的訊息來源管道是? - 電視廣告/節目介紹, 雜誌廣告/報導介紹, 戶外廣告(街頭電視牆/大型看板/掛旗等), 電子郵件/手機簡訊等廣告, 網路廣告, 音樂網站, 音樂串流App Facebook粉絲團, 音樂串流App Instagram官方帳號, 網路口碑推薦(網路報導/部落格/PTT等), 音樂串流App的官方網站, 手機App廣告, 親朋好友推薦, 名人/明星和歌手/網路名人/Youtuber推薦",請問您目前的工作狀況是? ,請問您的個人月收入? (包含薪水、房租、退休金、投資收入、利息),請問您是使用這個品牌的哪個付費方案?,請問哪一個音樂串流App是您最常使用的？ (請勾選題目中有顯示的品牌。如果您最近一年只使用一個品牌，請勾選該品牌)
女,iPhone,KKBOX,Apple Music,無,1110010,11100000,1,11000000,1000000,1,1,10000000,1000000,1000000,1,100000,10000000,100000,1000000,100000,100000,10100000,11100000,10100000,KKBOX		Apple Music		My Music		Spotify		Street Voice 街聲		Mixer Box		QQ音樂,100000100001,1011010,10000,100010000001,1000000000100,100,兼職員工 (每週工作時數介於15- 30小時),"$10,001-$20,000",無付費,Apple Music
女,iPhone,Spotify,KKBOX,無,1110010,1000000,1000000,1,11000000,1000000,1000000,11000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,Spotify		KKBOX		Apple Music		Mixer Box		My Music		QQ音樂Street Voice 街聲		,110010100000,1100000,100000,110000100101,100000000,100000000,學生 - 兼職打工/實習,"$20,001-$30,000",家庭方案,Spotify
女,SONY,Spotify,KKBOX,Apple Music,1111011,11100000,1000000,1000000,1100000,1100000,1000000,11000000,11100100,1000100,11100100,1000000,11110100,11100000,11110100,11100000,11100000,1000000,1100000,1100000,Spotify		KKBOX		Apple Music		My Music		Mixer Box		Street Voice 街聲		QQ音樂,100110000101,1101010,1100000,110110000101,1010000010111,10000,學生 - 兼職打工/實習,"$10,001-$20,000",個人方案,Spotify
女,iPhone,KKBOX,Spotify,Apple Music,1110001,11100000,11000000,10000000,1000000,11100000,10000000,11000000,11100000,11000000,11100000,1000000,11100000,1000000,11000000,10000000,10000000,1100000,1100000,11100000,KKBOX		Spotify		Apple Music		Mixer Box		My Music		Street Voice 街聲		QQ音樂,100111100,1000000,1000000,100100011100,101000110,10,學生 - 未兼職,"$5,000以下",學生方案,KKBOX
女,Asus,Sptify,KKBOX,無,1110000,11000000,1,1000000,1000000,11000000,1000000,1000000,1000000,1,1000000,1000000,11100000,1000000,1000000,1000000,1000000,1100000,1100000,11100000,Spotify		KKBOX		Apple Music		My Music		Mixer Box		Street Voice 街聲		QQ音樂,100110000001,100000,100000,110000000000,10010000,10000,全職員工 (每週工作時數為30小時或以上),"$40,001-$50,000",無付費,Spotify
女,iPhone,酷我音樂,Spotify,Apple Music,1101001,10000000,1000000,1,1000000,1000000,1,1,1000000,1000000,1000000,100000,11000000,100000,1,1,1,1000000,1000000,1000000,Spotify		KKBOX		Apple Music		QQ音樂Mixer Box		Street Voice 街聲		My Music		,1,100000,100000,10000000100,101010000,10000,學生 - 未兼職,"$5,000以下",無付費,Spotify
女,Xiaomi(小米),Spotify,KKBOX,網易雲,1111001,11000000,1000000,11000000,11100000,11100010,1000000,10000000,1100000,10000000,1100000,1100000,11100010,1000000,1,1000000,10000000,1100000,1100000,1,Spotify		KKBOX		QQ音樂Apple Music		My Music		Street Voice 街聲		Mixer Box		,110110100001,1100001,1100000,100110100000,10010,10000,學生 - 兼職打工/實習,"$10,001-$20,000",家庭方案,Spotify
女,iPhone,Spotify,Apple Music,KKBOX,1110111,11100000,11100000,1100000,1100000,11100000,1000000,1100000,1100000,1000000,1000000,1100000,1100000,1000000,1100000,1000000,11100000,1100000,1100000,1100000,Spotify		Apple Music		Street Voice 街聲		KKBOX		Mixer Box		My Music		QQ音樂,111110101101,1110000,110000,111110101001,100111011110,10000,學生 - 未兼職,"$10,001-$20,000",家庭方案,Spotify
女,HTC,KKBOX,無,無,1000010,10010000,1,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10010000,10000000,10000000,10000000,10010000,10010000,KKBOX		My Music		QQ音樂Mixer Box		Spotify		Apple Music		Street Voice 街聲		,100100001000,1001000,1001000,100001000,10000001,1,全職員工 (每週工作時數為30小時或以上),"$50,001-$60,000",無付費,My Music
女,iPhone,音樂電台,無,無,1100010,11000000,11000000,1,11000000,10000000,10000000,11000100,10000000,11000000,11000000,1000000,10000000,1000000,11000000,11000000,11000000,11000000,11000000,11000000,KKBOX		Spotify		Apple Music		My Music		Mixer Box		Street Voice 街聲		QQ音樂,110010100100,10,10,101000,110,10,待業中,"$5,000以下",無付費,Mixer Box
男,SONY,Apple,Asus,Sony,1101000,1111000,11010100,1111100,1100000,11101000,11101000,11110000,11100000,11100000,11111000,10101000,11100000,11100000,11100000,11100000,11100000,1000000,1100000,1100000,Spotify		KKBOX		Apple Music		Mixer Box		Street Voice 街聲		QQ音樂My Music		,101111100001,1110000,110000,110000100000,101110100100,10000000,全職員工 (每週工作時數為30小時或以上),"$80,001-$90,000",無付費,KKBOX
男,HTC,Youtube,Spotify,KKBOX,1110000,11000000,1000000,1000000,1000000,1000000,11000000,11000000,1000000,11000000,11000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,Spotify		KKBOX		Apple Music		QQ音樂My Music		Mixer Box		Street Voice 街聲		,100010000001,1100000,1100000,100010000001,1000,1000,學生 - 兼職打工/實習,"$10,001-$20,000",無付費,Spotify
男,iPhone,Apple Music,Spotify,TIDAL,1110000,11100000,100000,1100000,1100000,1100000,1100000,1000000,1100000,100000,1100000,1100000,1100000,1100000,1100000,1100000,11100000,1100000,1100000,11100000,Apple Music		Spotify		KKBOX		Street Voice 街聲		My Music		Mixer Box		QQ音樂,110010100101,110000,10000,110010100001,10011000,1000,學生 - 兼職打工/實習,"$20,001-$30,000",學生方案,Apple Music
男,iPhone,Spotify,無,無,1110000,11000000,1000000,1000000,1000000,1,1000000,1000000,1,1,100000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,Spotify		Apple Music		KKBOX		Mixer Box		My Music		Street Voice 街聲		QQ音樂,110110100001,1110000,100000,10000100000,100100000,100000000,全職員工 (每週工作時數為30小時或以上),"$40,001-$50,000",家庭方案,Spotify
女,iPhone,Spotify,KKBOX,Apple Music,1110110,11000000,1000000,11100000,11100000,1000000,1000000,1000000,1000000,1000000,1000000,1100000,10000000,1,1100000,1000000,1000000,1100000,1100000,1100000,Spotify		Apple Music		KKBOX		Mixer Box		My Music		QQ音樂Street Voice 街聲		,111110100000,110000,100000,111110101111,100000000010,10,全職員工 (每週工作時數為30小時或以上),"$40,001-$50,000",家庭方案,Spotify
女,iPhone,Spotify,KKBOX,Apple Music,1110110,11110100,1000000,11101000,1001000,11100000,10001000,1000000,1000000,1100000,1100000,1100000,1101000,1000,1000,1000000,1000000,1101000,1100000,1100000,Spotify		Apple Music		KKBOX		Mixer Box		Street Voice 街聲		My Music		QQ音樂,100000100001,1110010,110000,100000101100,10100000010,10,學生 - 兼職打工/實習,"$5,000以下",家庭方案,Spotify
女,iPhone,Spotify,KKBOX,PANDORA,1111111,1000000,1,1000000,11000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,Spotify		Street Voice 街聲		KKBOX		Apple Music		My Music		Mixer Box		QQ音樂,100010100001,1100000,100000,100010100000,10,10,全職員工 (每週工作時數為30小時或以上),"$30,001-$40,000",家庭方案,Spotify
女,iPhone,My Music,Spotify,KKBOX,1111011,11110000,11100000,11010100,11100000,1110000,1110000,11010000,1110110,11110110,11110110,1,11110000,1,1110000,1100000,11110000,1110000,11110100,11110000,My Music		Spotify		KKBOX		Apple Music		Mixer Box		QQ音樂Street Voice 街聲		,110100101001,1000,1000,1000,111111100110,10,學生 - 未兼職,"$5,000以下",個人方案,My Music
女,HTC,Spotify,KKBOX,Apple Music,1110000,11000000,1,1000000,1100000,1000000,1000000,1000000,1,1000000,10000000,100000,1100000,100000,1000000,1000000,1000000,1100000,1100000,1100000,Spotify		Apple Music		KKBOX		My Music		QQ音樂Street Voice 街聲		Mixer Box		,110110100000,1110000,100000,10110101000,100100010,10,全職員工 (每週工作時數為30小時或以上),"$50,001-$60,000",家庭方案,Spotify
男,Samsung,Spotify,KKBOX,Apple Music,1110000,11000000,11000000,11100000,11000000,11000000,11000000,1000000,1000000,11000000,11000000,1000000,11000000,1000000,1000000,11000000,11000000,11000000,1000000,1000000,Spotify		KKBOX		Apple Music		My Music		QQ音樂Street Voice 街聲		Mixer Box		,110110111101,1100000,1100000,111110101101,101111100,10000,學生 - 未兼職,"$5,000以下",家庭方案,Spotify
女,HTC,Spotify,KKBOX,Apple Music,1111110,1001000,1001000,1101000,1101000,1101000,1101000,1101000,1101000,1101000,1100000,1000,11100000,1001000,1000,1000000,1001000,1100000,1100000,1101000,Spotify		Street Voice 街聲		Apple Music		KKBOX		My Music		Mixer Box		QQ音樂,110110100111,110100,110100,110110100111,110010001,1,學生 - 未兼職,"$5,000以下",家庭方案,Spotify
男,iPhone,Spotify ,Hound,無,1110111,11100000,1000000,10000000,1100000,1000000,1000000,1000000,1000000,11000000,11100000,1000000,11100000,1000,1101000,1000000,11000100,11100000,1100010,1100000,Spotify		KKBOX		Apple Music		QQ音樂Mixer Box		Street Voice 街聲		My Music		,110100100000,100111,100000,110000000000,100011000,1000,全職員工 (每週工作時數為30小時或以上),"$10,001-$20,000",家庭方案,Spotify
男,iPhone,KKBOX,無,無,1000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,KKBOX		Street Voice 街聲		Mixer Box		Spotify		QQ音樂My Music		Apple Music		,10000100000,1000000,1000000,1000100001,1000000000100,100,兼職員工 (每週工作時數介於15- 30小時),"$10,001-$20,000",個人方案,KKBOX
女,iPhone,KKBOX,無,無,1000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,KKBOX		My Music		Mixer Box		Apple Music		Spotify		QQ音樂Street Voice 街聲		,111000100001,1000000,1000000,11000000001,100000000,100000000,全職員工 (每週工作時數為30小時或以上),"$20,001-$30,000",個人方案,KKBOX
女,HTC,KKBOX,無,無,1110010,11000000,1000000,10000000,1100000,11000000,10000000,10100000,11000000,10000000,11000000,1000000,1000000,1000000,1000000,11100000,10000000,11000000,1100000,11100000,KKBOX		Spotify		My Music		Apple Music		Mixer Box		QQ音樂Street Voice 街聲		,110110101011,1011000,1000000,10000101000,1000000000010,10,待業中,"$5,001-$10,000",學生方案,KKBOX
女,OPPO,Spotify,KKBOX,無,1101000,1000000,1,1000000,11000000,11000000,11000000,11000000,1000000,10000000,1000000,1000000,11000000,1000000,1,1,11000000,1100000,1100000,1000000,Spotify		KKBOX		Apple Music		My Music		Mixer Box		Street Voice 街聲		QQ音樂,100110101101,100000,100000,100010001000,10,10,學生 - 兼職打工/實習,"$5,000以下",無付費,Spotify
女,iPhone,KKBOX ,無,無,1010010,10000000,1,10000000,10000000,10000000,1,10000000,10000000,1,10000000,10000000,10000000,1,1,10000000,10000000,10000000,10000000,10000000,KKBOX		Mixer Box		Apple Music		Spotify		My Music		Street Voice 街聲		QQ音樂,110110100001,1000010,1000000,100110100000,10,10,待業中,"$5,000以下",學生方案,KKBOX
女,iPhone,KKBOX ,Spoifty ,無,1110010,11100000,10000000,1000000,11000000,11000000,1000000,10000000,11000000,10000000,10000000,1000000,10000000,100000,1000000,10000000,10000000,1100000,1100000,100000,KKBOX		Spotify		Apple Music		Mixer Box		My Music		QQ音樂Street Voice 街聲		,110010000001,1000000,1000000,110110000001,100000000,100000000,全職員工 (每週工作時數為30小時或以上),"$30,001-$40,000",學生方案,KKBOX
男,iPhone,KKBOX,Apple Music music,無,1010010,1000000,100000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10100000,10100000,1,1,100000,10100000,10100000,KKBOX		Apple Music		My Music		Mixer Box		Spotify		QQ音樂Street Voice 街聲		,110000100000,1010000,1010000,110000100101,10000,10000,全職員工 (每週工作時數為30小時或以上),"$40,001-$50,000",單筆繳費(一年),KKBOX
女,iPhone,KKBOX ,Spotify,無,1110100,10100000,11000000,11000000,11000000,10000000,11000000,10000000,11000000,10000000,10000000,1,11000000,1001000,11001000,11000000,11000000,10100000,11000000,11100000,KKBOX		Spotify		Street Voice 街聲		Apple Music		My Music		Mixer Box		QQ音樂,100010111101,1000000,1000000,101101,111,10,學生 - 兼職打工/實習,"$10,001-$20,000",學生方案,KKBOX
女,Samsung,Spotify,KKBOX,My Music,1111010,11110000,1,11000000,11100000,1100000,11000000,11010000,1000000,1000000,1100000,1,1100000,10000000,100,1,1000000,1100000,1100000,1100000,Spotify		KKBOX		My Music		Apple Music		Mixer Box		Street Voice 街聲		QQ音樂,100110100001,101000,100000,100100100100,10000,10000,全職員工 (每週工作時數為30小時或以上),"$30,001-$40,000",家庭方案,Spotify
男,iPhone,Spotify,KKBOX,無,1110010,11100000,1000000,11000000,11000000,1000000,11000000,11000000,11100000,1,1000000,1000000,11000000,11000000,11000000,11000000,11000000,11000000,11000000,11000000,Spotify		KKBOX		Apple Music		Mixer Box		Street Voice 街聲		QQ音樂My Music		,110000111000,1100000,100000,10001000000,1001111000,10000,全職員工 (每週工作時數為30小時或以上),"$40,001-$50,000",無付費,My Music
女,HTC,KKBOX,Spotify,Mixer Box,1111010,11000000,1,1000000,11000000,1000000,11000000,11000100,1000100,1,1000000,1000000,1000000,1000000,1000100,1,1000000,11000000,1000000,11000000,Spotify		KKBOX		Mixer Box		Apple Music		My Music		Street Voice 街聲		QQ音樂,110110100000,1100010,100010,110010000000,10,10,全職員工 (每週工作時數為30小時或以上),"$50,001-$60,000",無付費,Spotify
女,iPhone,KKBOX,Spotify,無,1110010,11000000,11000100,11000000,11000000,11000000,11000000,10000000,1000000,11000000,1000000,1000100,11000100,1000000,100,11000000,11000000,11000100,11000000,11000000,KKBOX		Spotify		Mixer Box		Apple Music		My Music		Street Voice 街聲		QQ音樂,110000101101,1100000,1000000,10000001000,10,10,學生 - 未兼職,"$10,001-$20,000",單筆繳費(一年),KKBOX
女,iPhone,KKBOX,Spotify,無,1110000,11100000,11000000,1,1000000,10000000,11000000,10000000,11000000,1000000,11000000,11000000,11000000,11000000,1000000,10000000,10000000,10000000,11000000,11000000,KKBOX		Spotify		Apple Music		QQ音樂My Music		Street Voice 街聲		Mixer Box		,111000110101,1100000,1000000,100100,100011101,10000,待業中,"$5,000以下",學生方案,KKBOX
女,iPhone,KKBOX,無,無,1110000,10000000,1,11000000,1000000,10000000,1,1,10000000,1,1,1,10000000,1,1,10000000,10000000,1,1000000,10000000,KKBOX		Spotify		Apple Music		QQ音樂My Music		Mixer Box		Street Voice 街聲		,110000010000,1000000,1000000,1000,10,10,全職員工 (每週工作時數為30小時或以上),"$30,001-$40,000",單筆繳費(一年),KKBOX
女,iPhone,KKBOX,Spotify,無,1110001,1100000,11000000,11000010,1000000,11100000,1100000,10100000,11100010,10000000,11100010,100000,11000000,1100000,100000,1,11100010,1100000,1100000,1100000,Apple Music		Spotify		KKBOX		QQ音樂My Music		Mixer Box		Street Voice 街聲		,100000001001,1111001,1000,100000001000,110,10,學生 - 兼職打工/實習,"$5,001-$10,000",學生方案,KKBOX
女,iPhone,Apple Music,KKBOX,無,1110010,100000,100000,1000000,100000,100000,100000,100000,1100000,1100000,100000,100000,100000,100000,100000,100000,100000,11100000,10100000,11100000,Apple Music		Spotify		KKBOX		My Music		QQ音樂Street Voice 街聲		Mixer Box		,111111110111,1110000,1110000,1000100011,11001000100,1000000000,學生 - 兼職打工/實習,"$20,001-$30,000",學生方案,Apple Music
女,iPhone,Spotify,KKBOX,無,1110010,11000000,11000000,11000000,1000000,11000000,11000000,1000000,1000000,11000000,1000000,11100000,1000000,1000000,1000000,11100000,10000100,1100000,1100000,11100000,Spotify		KKBOX		Apple Music		Mixer Box		My Music		QQ音樂Street Voice 街聲		,110110100101,1110010,10010,110100101001,1000100001011,1,學生 - 兼職打工/實習,"$10,001-$20,000",無付費,Spotify
男,iPhone,KKBOX,無,無,1110000,10100000,10100000,10100000,10100000,10100000,10000000,10100000,10100000,10100000,10100000,10100000,10100000,10100000,10100000,1,10100000,10100000,100000,10100000,Apple Music		KKBOX		Spotify		Street Voice 街聲		Mixer Box		QQ音樂My Music		,110000101101,1010000,10000,101,10010,10000,全職員工 (每週工作時數為30小時或以上),"$60,001-$70,000",個人方案,Apple Music
女,iPhone,Spotify,Apple Music ,KKBOX,1110101,1101000,1100000,11101000,11000000,11101000,1000000,11000000,11100000,1000000,11100000,1001000,1100000,1101000,101000,11000000,11000000,1101000,1100000,1000000,Spotify		Apple Music		KKBOX		Street Voice 街聲		QQ音樂Mixer Box		My Music		,110100100100,1100100,100000,110110100101,1010011,10000,學生 - 未兼職,"$10,001-$20,000",家庭方案,Spotify
女,iPhone,Apple Music,Spotify,KKBOX ,1110000,1100000,100000,100000,1100000,1100000,100000,100000,1100000,1100000,100000,100000,1100000,100000,1100000,100000,100000,100000,1100000,100000,Apple Music		Spotify		KKBOX		My Music		Mixer Box		Street Voice 街聲		QQ音樂,110100100011,1110000,10000,110100100011,110011100,100,學生 - 未兼職,"$5,000以下",家庭方案,Apple Music
女,iPhone,KKBOX ,Spotify,Soundcloud ,1100010,11000000,100100,11000100,11100000,11000000,11000100,10000100,11000000,1,1000100,1000000,11000000,1,1,11000100,11000100,1000000,11100000,11000000,Spotify		KKBOX		Mixer Box		Apple Music		My Music		QQ音樂Street Voice 街聲		,100010100001,1100010,1100010,1001,110000100,100000000,全職員工 (每週工作時數為30小時或以上),"$30,001-$40,000",無付費,KKBOX
女,HTC,KKBOX,抖音,無,1000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,KKBOX		Apple Music		My Music		Mixer Box		Street Voice 街聲		Spotify		QQ音樂,1001,1000000,1000000,1000,10,10,學生 - 兼職打工/實習,"$5,000以下",學生方案,KKBOX
男,iPhone,Spotify,KKBOX,Apple Music,1110011,11000000,11100000,1000000,11100000,11100000,11100000,11000000,11100000,11100000,11100000,1000000,1000000,1000000,1000000,11000000,11000000,11000000,1100000,11000000,Spotify		KKBOX		Apple Music		QQ音樂Mixer Box		My Music		Street Voice 街聲		,110010110000,1110010,1110000,110010110000,100010110,10000,學生 - 兼職打工/實習,"$30,001-$40,000",家庭方案,Spotify
男,iPhone,Spotify,KKBOX,無,1100000,11000000,1,1000000,10000000,11000000,11000000,1000000,1000000,10000000,1000000,1000000,1000000,11000000,1000000,10000000,1000000,10000000,1000000,1000000,Spotify		KKBOX		Apple Music		Mixer Box		Street Voice 街聲		My Music		QQ音樂,100000001100,1100000,1100000,110000000000,11,10,學生 - 兼職打工/實習,"$5,001-$10,000",家庭方案,Spotify
男,iPhone,KKBOX,Spotify,Apple Music,1110111,11101000,11000000,10001000,11001000,10001000,10000000,10001000,11000000,11001000,11100000,1000,10001000,10001000,1000,10000000,10001000,11101000,1100000,11101000,KKBOX		Street Voice 街聲		Spotify		Apple Music		Mixer Box		My Music		QQ音樂,110110101000,1000100,1000100,110110100001,10000010111,10,學生 - 兼職打工/實習,"$10,001-$20,000",個人方案,KKBOX
女,iPhone,Apple Music ,KKBOX,Spotify ,1110010,11000000,1000000,11100000,11100000,1100000,10100000,100000,1100000,11100000,1000000,1000000,11100000,1000000,1100000,11100000,10100000,1000000,1100000,1100000,Apple Music		Spotify		KKBOX		Mixer Box		My Music		QQ音樂Street Voice 街聲		,100100100011,1110000,10000,100100100010,1010,1000,學生 - 兼職打工/實習,"$10,001-$20,000",學生方案,Apple Music
女,Samsung,Spotify,KKBOX,Apple Music,1111011,11000000,11000000,11100000,11100000,10100010,11000000,11000000,11100010,11100010,11100010,11000000,11100010,11100010,1000000,10100010,11100010,11100000,1100000,11100010,Spotify		KKBOX		Apple Music		QQ音樂Mixer Box		My Music		Street Voice 街聲		,110110101111,1110001,1100000,110110101101,1100110111111,10000,待業中,"$5,000以下",家庭方案,Spotify
女,iPhone,Spotify ,KKBOX,Apple Music ,1110110,1000000,1000000,1000000,1101000,1100000,1000000,1000000,1000000,1000000,1000000,1000000,1100000,1101000,1,1000000,1000000,1101000,1100000,1100000,Spotify		Apple Music		Street Voice 街聲		KKBOX		My Music		QQ音樂Mixer Box		,110010000000,1110100,110000,100000000000,10000,10000,學生 - 未兼職,"$5,000以下",家庭方案,Spotify
女,iPhone,KKBOX,Spotify,無,1110000,10000000,1000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,1000000,10000000,11000000,11000000,10000000,11000000,10000000,11000000,11000000,KKBOX		Spotify		Apple Music		My Music		Street Voice 街聲		QQ音樂Mixer Box		,110000110101,1100000,1100000,110001100001,100000001,1,學生 - 未兼職,"$10,001-$20,000",學生方案,KKBOX
男,Asus,KKBOX ,Apple Music ,無,1110000,10000000,100000,10000000,1100000,1100000,10000000,10000000,1100000,11100000,1100000,1,11100000,11100000,11100000,10000000,11000000,1100000,1100000,1100000,KKBOX		Spotify		Apple Music		Mixer Box		My Music		Street Voice 街聲		QQ音樂,110000100001,1100000,1000000,100000100000,1000000010001,10000,學生 - 兼職打工/實習,"$10,001-$20,000",單筆繳費(一年),KKBOX
男,SONY,Spotify,Street Voice,KKBOX,1110110,11001100,1001100,11001000,11001000,11001000,11001000,11001000,1000000,1001000,1000000,1000,11000000,1000,1000,1000000,1000000,1001000,1100000,11101100,Spotify		Street Voice 街聲		KKBOX		Apple Music		Mixer Box		My Music		QQ音樂,110110101101,1110110,100100,110110101101,11011011,10,學生 - 兼職打工/實習,"$5,000以下",家庭方案,Spotify
女,HTC,KKBOX,Spotify,無,1110100,1,1,11001000,11001000,1,1,1,1,1,1,1000,11000000,1000,1000000,1,10000000,11000000,1000000,11000000,KKBOX		Spotify		Street Voice 街聲		Apple Music		My Music		Mixer Box		QQ音樂,111110111111,100,100,100000000,111101111,10,學生 - 未兼職,"$5,001-$10,000",無付費,Street Voice 街聲
男,iPhone,Spotify,Apple Musics,KKBOX,1110010,1000000,100000,11000000,1000000,1000000,1100000,1000000,1000000,1100100,1100000,1000000,1100000,1000000,1000100,1100000,1100000,1100000,1100000,1100000,Spotify		Apple Music		Mixer Box		KKBOX		My Music		QQ音樂Street Voice 街聲		,110110100100,110000,110000,110110100101,110100001,1,全職員工 (每週工作時數為30小時或以上),"$30,001-$40,000",個人方案,Spotify
男,HTC,Spotify,KKBOX,Apple Music,1110100,11100000,1,1,1,11001000,10000000,1000000,1000,1,11000000,1000,1000000,1,1000,10000000,10000000,1000000,1000000,1,KKBOX		Street Voice 街聲		Spotify		Apple Music		My Music		QQ音樂Mixer Box		,100100100000,1100100,1000100,100001,100010000,10000,學生 - 兼職打工/實習,"$5,000以下",學生方案,KKBOX
